qname,retries-left,model,num-triples,test,num-predicates,num-known-predicates
d3f:Deceive,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:Detect,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:Evict,3,gpt-3.5-turbo,344,one-shot-mistake,7,6
d3f:Isolate,2,gpt-3.5-turbo,14,one-shot-mistake,7,6
d3f:Harden,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:Model,2,gpt-3.5-turbo,43,one-shot-mistake,14,14
d3f:CredentialEviction,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ExecutionIsolation,3,gpt-3.5-turbo,13,one-shot-mistake,9,5
d3f:CredentialHardening,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:DecoyObject,3,gpt-3.5-turbo,32,one-shot-mistake,13,9
d3f:ProcessEviction,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ApplicationHardening,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:PlatformHardening,3,gpt-3.5-turbo,37,one-shot-mistake,12,7
d3f:UserBehaviorAnalysis,2,gpt-3.5-turbo,12,one-shot-mistake,6,6
d3f:NetworkIsolation,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:FileAnalysis,3,gpt-3.5-turbo,51,one-shot-mistake,17,8
d3f:FileEviction,3,gpt-3.5-turbo,40,one-shot-mistake,16,10
d3f:IdentifierAnalysis,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:NetworkTrafficAnalysis,2,gpt-3.5-turbo,26,one-shot-mistake,8,8
d3f:MessageAnalysis,3,gpt-3.5-turbo,30,one-shot-mistake,13,5
d3f:OperationalActivityMapping,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:DecoyEnvironment,3,gpt-3.5-turbo,22,one-shot-mistake,11,10
d3f:OperatingSystemMonitoring,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:PlatformMonitoring,2,gpt-3.5-turbo,61,one-shot-mistake,14,12
d3f:NetworkMapping,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ProcessAnalysis,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:AssetInventory,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:MessageHardening,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:SystemMapping,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:URLAnalysis,3,gpt-3.5-turbo,80,one-shot-mistake,17,9
d3f:FileHashing,3,gpt-3.5-turbo,35,one-shot-mistake,14,11
d3f:AssetVulnerabilityEnumeration,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:UserGeolocationLogonPatternAnalysis,3,gpt-3.5-turbo,44,one-shot-mistake,22,10
d3f:ForwardResolutionIPDenylisting,2,gpt-3.5-turbo,18,one-shot-mistake,7,7
d3f:RFShielding,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:AccessModeling,3,gpt-3.5-turbo,15,one-shot-mistake,7,5
d3f:DecoyUserCredential,3,gpt-3.5-turbo,13,one-shot-mistake,6,6
d3f:LocalAccountMonitoring,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:IOPortRestriction,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:AuthenticationEventThresholding,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:FileCreationAnalysis,3,gpt-3.5-turbo,16,one-shot-mistake,10,6
d3f:InboundSessionVolumeAnalysis,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ExceptionHandlerPointerValidation,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ProtocolMetadataAnomalyDetection,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ProcessSegmentExecutionPrevention,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:DomainNameReputationAnalysis,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:SystemInitConfigAnalysis,3,gpt-3.5-turbo,34,one-shot-mistake,7,7
d3f:SystemDaemonMonitoring,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:DecoySessionToken,1,gpt-3.5-turbo,20,one-shot-mistake,10,10
d3f:ActivePhysicalLinkMapping,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ScheduledJobAnalysis,3,gpt-3.5-turbo,42,one-shot-mistake,15,10
d3f:SessionDurationAnalysis,3,gpt-3.5-turbo,42,one-shot-mistake,14,7
d3f:MicrosoftVCCLCompilerToolBufferSecurityCheck,3,gpt-3.5-turbo,26,one-shot-mistake,12,10
d3f:SystemConfigurationPermissions,3,gpt-3.5-turbo,25,one-shot-mistake,9,7
d3f:SoftwareInventory,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:AuthenticationCacheInvalidation,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:DriverLoadIntegrityChecking,3,gpt-3.5-turbo,14,one-shot-mistake,9,7
d3f:FirmwareBehaviorAnalysis,3,gpt-3.5-turbo,23,one-shot-mistake,10,5
d3f:EndpointHealthBeacon,2,gpt-3.5-turbo,17,one-shot-mistake,9,9
d3f:ServiceDependencyMapping,3,gpt-3.5-turbo,10,one-shot-mistake,6,4
d3f:StandaloneHoneynet,2,gpt-3.5-turbo,47,one-shot-mistake,17,15
d3f:NetworkTrafficPolicyMapping,2,gpt-3.5-turbo,40,one-shot-mistake,14,14
d3f:UserSessionInitConfigAnalysis,3,gpt-3.5-turbo,16,one-shot-mistake,10,7
d3f:DNSDenylisting,3,gpt-3.5-turbo,32,one-shot-mistake,15,11
d3f:CredentialRotation,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:StrongPasswordPolicy,3,gpt-3.5-turbo,20,one-shot-mistake,10,7
d3f:OutboundTrafficFiltering,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:HardwareComponentInventory,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:Certificate-basedAuthentication,2,gpt-3.5-turbo,49,one-shot-mistake,10,10
d3f:ProcessSelf-ModificationDetection,3,gpt-3.5-turbo,17,one-shot-mistake,10,8
d3f:SegmentAddressOffsetRandomization,3,gpt-3.5-turbo,11,one-shot-mistake,9,8
d3f:FileCarving,2,gpt-3.5-turbo,22,one-shot-mistake,11,8
d3f:ForwardResolutionDomainDenylisting,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ActiveLogicalLinkMapping,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ConfigurationInventory,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ResourceAccessPatternAnalysis,3,gpt-3.5-turbo,20,one-shot-mistake,15,5
d3f:ShadowStackComparisons,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:DataInventory,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:LocalFilePermissions,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:BroadcastDomainIsolation,3,gpt-3.5-turbo,26,one-shot-mistake,9,6
d3f:IntegratedHoneynet,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ProcessCodeSegmentVerification,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:SystemFileAnalysis,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:WebSessionActivityAnalysis,3,gpt-3.5-turbo,41,one-shot-mistake,17,6
d3f:SenderMTAReputationAnalysis,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:MessageEncryption,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:HomoglyphDenylisting,3,gpt-3.5-turbo,26,one-shot-mistake,12,8
d3f:NetworkTrafficFiltering,3,gpt-3.5-turbo,52,one-shot-mistake,8,6
d3f:UserDataTransferAnalysis,3,gpt-3.5-turbo,77,one-shot-mistake,7,5
d3f:Hardware-basedProcessIsolation,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:SystemCallAnalysis,3,gpt-3.5-turbo,26,one-shot-mistake,14,13
d3f:NetworkNodeInventory,3,gpt-3.5-turbo,12,one-shot-mistake,5,5
d3f:ActiveCertificateAnalysis,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:FirmwareEmbeddedMonitoringCode,2,gpt-3.5-turbo,2,one-shot-mistake,2,2
d3f:ConnectionAttemptAnalysis,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:Multi-factorAuthentication,3,gpt-3.5-turbo,11,one-shot-mistake,7,6
d3f:NetworkVulnerabilityAssessment,3,gpt-3.5-turbo,51,one-shot-mistake,10,5
d3f:ApplicationConfigurationHardening,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:CredentialTransmissionScoping,3,gpt-3.5-turbo,11,one-shot-mistake,7,5
d3f:PassiveLogicalLinkMapping,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:SystemDependencyMapping,3,gpt-3.5-turbo,24,one-shot-mistake,14,9
d3f:AuthorizationEventThresholding,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:CredentialRevoking,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:JobFunctionAccessPatternAnalysis,3,gpt-3.5-turbo,12,one-shot-mistake,8,6
d3f:MandatoryAccessControl,3,gpt-3.5-turbo,17,one-shot-mistake,5,5
d3f:InputDeviceAnalysis,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:AdministrativeNetworkActivityAnalysis,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:AccountLocking,3,gpt-3.5-turbo,42,one-shot-mistake,12,8
d3f:RPCTrafficAnalysis,3,gpt-3.5-turbo,41,one-shot-mistake,12,10
d3f:ProcessSpawnAnalysis,2,gpt-3.5-turbo,36,one-shot-mistake,14,9
d3f:DomainAccountMonitoring,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:FirmwareVerification,3,gpt-3.5-turbo,13,one-shot-mistake,7,5
d3f:TPMBootIntegrity,2,gpt-3.5-turbo,42,one-shot-mistake,14,10
d3f:ExecutableAllowlisting,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:EmulatedFileAnalysis,3,gpt-3.5-turbo,11,one-shot-mistake,7,7
d3f:GNUGCCStackGuard,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:LogicalLinkMapping,3,gpt-3.5-turbo,7,one-shot-mistake,5,5
d3f:ByteSequenceEmulation,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:RelayPatternAnalysis,3,gpt-3.5-turbo,37,one-shot-mistake,15,8
d3f:PeripheralFirmwareVerification,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:OperationalRiskAssessment,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:InboundTrafficFiltering,3,gpt-3.5-turbo,15,one-shot-mistake,10,6
d3f:EmailRemoval,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:PerHostDownload-UploadRatioAnalysis,2,gpt-3.5-turbo,54,one-shot-mistake,10,8
d3f:DataExchangeMapping,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:FileIntegrityMonitoring,2,gpt-3.5-turbo,22,one-shot-mistake,11,9
d3f:TransferAgentAuthentication,2,gpt-3.5-turbo,13,one-shot-mistake,7,7
d3f:Kernel-basedProcessIsolation,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:FileContentRules,3,gpt-3.5-turbo,17,one-shot-mistake,6,6
d3f:FileRemoval,2,gpt-3.5-turbo,86,one-shot-mistake,18,16
d3f:DiskEncryption,3,gpt-3.5-turbo,44,one-shot-mistake,13,12
d3f:URLReputationAnalysis,1,gpt-3.5-turbo,3,one-shot-mistake,2,2
d3f:IndirectBranchCallAnalysis,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:HierarchicalDomainDenylisting,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ProcessLineageAnalysis,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:OrganizationMapping,3,gpt-3.5-turbo,24,one-shot-mistake,12,4
d3f:IPReputationAnalysis,3,gpt-3.5-turbo,18,one-shot-mistake,11,8
d3f:ReverseResolutionDomainDenylisting,3,gpt-3.5-turbo,15,one-shot-mistake,10,8
d3f:FileHashReputationAnalysis,3,gpt-3.5-turbo,32,one-shot-mistake,13,5
d3f:SoftwareUpdate,2,gpt-3.5-turbo,77,one-shot-mistake,18,16
d3f:IdentifierActivityAnalysis,1,gpt-3.5-turbo,15,one-shot-mistake,9,7
d3f:DecoyNetworkResource,3,gpt-3.5-turbo,22,one-shot-mistake,16,6
d3f:ScriptExecutionAnalysis,3,gpt-3.5-turbo,34,one-shot-mistake,14,14
d3f:CertificatePinning,2,gpt-3.5-turbo,14,one-shot-mistake,10,10
d3f:FileAccessPatternAnalysis,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:NetworkTrafficCommunityDeviation,2,gpt-3.5-turbo,9,one-shot-mistake,6,6
d3f:PassiveCertificateAnalysis,3,gpt-3.5-turbo,30,one-shot-mistake,16,6
d3f:PointerAuthentication,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:StackFrameCanaryValidation,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ProcessTermination,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:DynamicAnalysis,3,gpt-3.5-turbo,23,one-shot-mistake,11,8
d3f:DNSAllowlisting,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:MemoryBoundaryTracking,2,gpt-3.5-turbo,23,one-shot-mistake,9,9
d3f:DatabaseQueryStringAnalysis,2,gpt-3.5-turbo,30,one-shot-mistake,8,8
d3f:DeadCodeElimination,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ServiceBinaryVerification,2,gpt-3.5-turbo,29,one-shot-mistake,15,12
d3f:DNSTrafficAnalysis,3,gpt-3.5-turbo,11,one-shot-mistake,6,4
d3f:MessageAuthentication,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:OperatingSystemMonitoring,3,gpt-3.5-turbo,29,one-shot-mistake,12,9
d3f:BootloaderAuthentication,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:DecoyPersona,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:PhysicalLinkMapping,3,gpt-3.5-turbo,5,one-shot-mistake,4,3
d3f:SystemFirmwareVerification,2,gpt-3.5-turbo,29,one-shot-mistake,12,9
d3f:OperationalDependencyMapping,3,gpt-3.5-turbo,7,one-shot-mistake,5,5
d3f:SystemCallFiltering,3,gpt-3.5-turbo,25,one-shot-mistake,8,7
d3f:UserAccountPermissions,2,gpt-3.5-turbo,20,one-shot-mistake,13,10
d3f:Client-serverPayloadProfiling,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ReverseResolutionIPDenylisting,3,gpt-3.5-turbo,150,one-shot-mistake,12,5
d3f:EmailFiltering,3,gpt-3.5-turbo,10,one-shot-mistake,5,4
d3f:FileEncryption,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ExecutableDenylisting,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:CertificateAnalysis,3,gpt-3.5-turbo,26,one-shot-mistake,13,8
d3f:EncryptedTunnels,2,gpt-3.5-turbo,22,one-shot-mistake,9,9
d3f:HomoglyphDetection,3,gpt-3.5-turbo,42,one-shot-mistake,12,5
d3f:RemoteTerminalSessionDetection,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:IdentifierReputationAnalysis,2,gpt-3.5-turbo,45,one-shot-mistake,13,9
d3f:IPCTrafficAnalysis,3,gpt-3.5-turbo,24,one-shot-mistake,12,6
d3f:PassivePhysicalLinkMapping,3,gpt-3.5-turbo,25,one-shot-mistake,12,6
d3f:CredentialCompromiseScopeAnalysis,3,gpt-3.5-turbo,18,one-shot-mistake,7,7
d3f:One-timePassword,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:BiometricAuthentication,3,gpt-3.5-turbo,13,one-shot-mistake,8,7
d3f:DecoyPublicRelease,3,gpt-3.5-turbo,17,one-shot-mistake,10,8
d3f:DecoyFile,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:SystemVulnerabilityAssessment,3,gpt-3.5-turbo,28,one-shot-mistake,14,5
d3f:SenderReputationAnalysis,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:DomainTrustPolicy,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ProcessSuspension,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ConnectedHoneynet,3,gpt-3.5-turbo,12,one-shot-mistake,6,4
d3f:DiscoveryTechnique,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:ExecutionTechnique,2,gpt-3.5-turbo,25,one-shot-mistake,7,3
d3f:ResourceDevelopmentTechnique,2,gpt-3.5-turbo,13,one-shot-mistake,6,6
d3f:ExfiltrationTechnique,3,gpt-3.5-turbo,26,one-shot-mistake,15,8
d3f:CommandAndControlTechnique,3,gpt-3.5-turbo,136,one-shot-mistake,19,6
d3f:AuthenticationCacheInvalidation,3,gpt-3.5-turbo,17,one-shot-mistake,10,8
d3f:SuspendProcess,3,gpt-3.5-turbo,21,one-shot-mistake,14,11
d3f:TerminateProcess,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:SegmentAddressOffsetRandomization,2,gpt-3.5-turbo,19,one-shot-mistake,8,6
d3f:ReconnaissanceTechnique,3,gpt-3.5-turbo,14,one-shot-mistake,7,5
d3f:InitialAccessTechnique,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:CredentialAccessTechnique,2,gpt-3.5-turbo,41,one-shot-mistake,7,6
d3f:CredentialRevoking,3,gpt-3.5-turbo,29,one-shot-mistake,12,9
d3f:DeleteFile,2,gpt-3.5-turbo,37,one-shot-mistake,14,12
d3f:ImpactTechnique,2,gpt-3.5-turbo,53,one-shot-mistake,15,14
d3f:AccountLocking,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:FileRemoval,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:CollectionTechnique,2,gpt-3.5-turbo,18,one-shot-mistake,10,10
d3f:ProcessTermination,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:FreeMemory,3,gpt-3.5-turbo,34,one-shot-mistake,13,11
d3f:DefenseEvasionTechnique,3,gpt-3.5-turbo,32,one-shot-mistake,10,7
d3f:PersistenceTechnique,3,gpt-3.5-turbo,25,one-shot-mistake,13,7
d3f:PrivilegeEscalationTechnique,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:LateralMovementTechnique,3,gpt-3.5-turbo,97,one-shot-mistake,8,6
d3f:SuspendThread,3,gpt-3.5-turbo,18,one-shot-mistake,10,4
d3f:ProcessSuspension,2,gpt-3.5-turbo,16,one-shot-mistake,6,5
d3f:T1135,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1087,3,gpt-3.5-turbo,10,one-shot-mistake,6,5
d3f:T1619,3,gpt-3.5-turbo,41,one-shot-mistake,13,11
d3f:T1615,3,gpt-3.5-turbo,31,one-shot-mistake,10,6
d3f:T1046,3,gpt-3.5-turbo,59,one-shot-mistake,13,7
d3f:T1613,2,gpt-3.5-turbo,21,one-shot-mistake,10,8
d3f:T1018,3,gpt-3.5-turbo,92,one-shot-mistake,11,7
d3f:T1083,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1057,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1120,3,gpt-3.5-turbo,25,one-shot-mistake,14,11
d3f:T1622,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1010,3,gpt-3.5-turbo,22,one-shot-mistake,9,7
d3f:T1614,3,gpt-3.5-turbo,13,one-shot-mistake,6,6
d3f:T1082,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1049,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1213,3,gpt-3.5-turbo,16,one-shot-mistake,7,5
d3f:T1518,3,gpt-3.5-turbo,14,one-shot-mistake,5,4
d3f:T1201,2,gpt-3.5-turbo,20,one-shot-mistake,11,5
d3f:T1152,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1191,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1154,3,gpt-3.5-turbo,24,one-shot-mistake,12,6
d3f:T1028,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1196,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1569,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1170,3,gpt-3.5-turbo,24,one-shot-mistake,11,6
d3f:T1072,2,gpt-3.5-turbo,35,one-shot-mistake,16,8
d3f:T1106,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1218,2,gpt-3.5-turbo,40,one-shot-mistake,16,15
d3f:T1053,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1168,2,gpt-3.5-turbo,21,one-shot-mistake,11,10
d3f:T1177,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1559,3,gpt-3.5-turbo,73,one-shot-mistake,12,6
d3f:T1609,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1151,3,gpt-3.5-turbo,17,one-shot-mistake,12,6
d3f:T1121,3,gpt-3.5-turbo,46,one-shot-mistake,11,10
d3f:T1204,2,gpt-3.5-turbo,160,one-shot-mistake,14,9
d3f:T1610,3,gpt-3.5-turbo,21,one-shot-mistake,10,5
d3f:T1608,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1585,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1011,2,gpt-3.5-turbo,25,one-shot-mistake,8,8
d3f:T1048,3,gpt-3.5-turbo,40,one-shot-mistake,7,7
d3f:T1022,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1052,3,gpt-3.5-turbo,48,one-shot-mistake,5,4
d3f:T1537,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1041,2,gpt-3.5-turbo,19,one-shot-mistake,8,7
d3f:T1030,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1079,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1188,2,gpt-3.5-turbo,18,one-shot-mistake,10,6
d3f:T1573,3,gpt-3.5-turbo,28,one-shot-mistake,9,5
d3f:T1205,3,gpt-3.5-turbo,24,one-shot-mistake,11,5
d3f:T1172,3,gpt-3.5-turbo,26,one-shot-mistake,8,5
d3f:T1132,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1571,3,gpt-3.5-turbo,32,one-shot-mistake,12,9
d3f:T1572,1,gpt-3.5-turbo,17,one-shot-mistake,7,6
d3f:T1065,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:T1001,2,gpt-3.5-turbo,64,one-shot-mistake,14,11
d3f:T1032,0,gpt-3.5-turbo,0,one-shot-mistake,0,0
d3f:Deceive,3,ft,7,one-shot-mistake,7,7
d3f:Detect,3,ft,11,one-shot-mistake,8,8
d3f:Evict,0,ft,0,one-shot-mistake,0,0
d3f:Isolate,0,ft,0,one-shot-mistake,0,0
d3f:Harden,3,ft,13,one-shot-mistake,10,7
d3f:Model,2,ft,116,one-shot-mistake,19,13
d3f:CredentialEviction,0,ft,0,one-shot-mistake,0,0
d3f:ExecutionIsolation,0,ft,0,one-shot-mistake,0,0
d3f:CredentialHardening,3,ft,13,one-shot-mistake,10,8
d3f:DecoyObject,3,ft,8,one-shot-mistake,8,7
d3f:ProcessEviction,3,ft,13,one-shot-mistake,12,12
d3f:ApplicationHardening,3,ft,19,one-shot-mistake,12,12
d3f:PlatformHardening,2,ft,4,one-shot-mistake,4,4
d3f:UserBehaviorAnalysis,2,ft,13,one-shot-mistake,8,7
d3f:NetworkIsolation,3,ft,39,one-shot-mistake,17,15
d3f:FileAnalysis,0,ft,0,one-shot-mistake,0,0
d3f:FileEviction,2,ft,39,one-shot-mistake,6,6
d3f:IdentifierAnalysis,3,ft,10,one-shot-mistake,9,9
d3f:NetworkTrafficAnalysis,3,ft,9,one-shot-mistake,8,8
d3f:MessageAnalysis,3,ft,9,one-shot-mistake,8,8
d3f:OperationalActivityMapping,3,ft,7,one-shot-mistake,6,6
d3f:DecoyEnvironment,0,ft,0,one-shot-mistake,0,0
d3f:OperatingSystemMonitoring,3,ft,21,one-shot-mistake,14,11
d3f:PlatformMonitoring,3,ft,16,one-shot-mistake,13,13
d3f:NetworkMapping,2,ft,44,one-shot-mistake,31,16
d3f:ProcessAnalysis,3,ft,10,one-shot-mistake,9,9
d3f:AssetInventory,3,ft,26,one-shot-mistake,18,14
d3f:MessageHardening,2,ft,48,one-shot-mistake,29,19
d3f:SystemMapping,3,ft,8,one-shot-mistake,7,7
d3f:URLAnalysis,3,ft,15,one-shot-mistake,12,12
d3f:FileHashing,3,ft,66,one-shot-mistake,29,17
d3f:AssetVulnerabilityEnumeration,3,ft,32,one-shot-mistake,16,16
d3f:UserGeolocationLogonPatternAnalysis,3,ft,9,one-shot-mistake,7,7
d3f:ForwardResolutionIPDenylisting,3,ft,64,one-shot-mistake,38,24
d3f:RFShielding,3,ft,26,one-shot-mistake,17,16
